"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12668643","","","","0"
"2023-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14115984","","","","0"
"2023-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13402075","","","","0"
"2023-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12061732","","","","0"
"2023-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12348840","","","","0"
"2023-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13515277","","","","0"
"2023-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14396075","","","","0"
"2024-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","15493223","","","","0"
"2024-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13591629","","","","0"
"2024-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13248913","","","","0"
"2024-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12007818","","","","0"
"2024-05","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12604926","","","","0"
"2024-06","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13155100","","","","0"
"2024-07","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14838663","","","","0"
"2024-08","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14230125","","","","0"
"2024-09","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13219048","","","","0"
"2024-10","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","12850453","","","","0"
"2024-11","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13486013","","","","0"
"2024-12","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","15515199","","","","0"
"2025-01","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","16224380","","","","0"
"2025-02","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14118918","","","","0"
"2025-03","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","14135588","","","","0"
"2025-04","Ontario","2016A000235","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units","0","v44174769","7.1.1","13234408","","","","0"
"2008-01","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3365888","","","","0"
"2008-02","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3357219","","","","0"
"2008-03","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3517868","","","","0"
"2008-04","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3747720","","","","0"
"2008-05","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","4172078","","","","0"
"2008-06","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3504889","","","","0"
"2008-07","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3699710","","","","0"
"2008-08","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3292063","","","","0"
"2008-09","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2599461","","","","0"
"2008-10","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2728699","","","","0"
"2008-11","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","2878946","","","","0"
"2008-12","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3146635","","","","0"
"2009-01","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3414774","","","","0"
"2009-02","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3161564","","","","0"
"2009-03","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3395961","","","","0"
"2009-04","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","3335820","","","","0"
"2009-05","Ontario","2016A000235","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units","0","v44174770","7.1.2","4090928","","","","0"
